"","team_api_id","team_long_name","BuildUpAll","ChanceUpAll","DefUpAll","GoalTotal"
"1",1601,"Ruch Chorzów",70,155,175,280
"2",1601,"Ruch Chorzów",99,186,144,280
"3",1601,"Ruch Chorzów",108,159,136,280
"4",1601,"Ruch Chorzów",108,159,136,280
"5",1601,"Ruch Chorzów",139,181,136,280
"6",1601,"Ruch Chorzów",133,176,136,280
"7",1773,"Oud-Heverlee Leuven",102,157,137,126
"8",1773,"Oud-Heverlee Leuven",102,157,137,126
"9",1773,"Oud-Heverlee Leuven",153,157,137,126
"10",1957,"Jagiellonia Białystok",80,150,210,287
"11",1957,"Jagiellonia Białystok",85,151,140,287
"12",1957,"Jagiellonia Białystok",127,163,141,287
"13",1957,"Jagiellonia Białystok",127,163,141,287
"14",1957,"Jagiellonia Białystok",130,146,162,287
"15",1957,"Jagiellonia Białystok",158,152,162,287
"16",2033,"S.C. Olhanense",100,155,155,138
"17",2033,"S.C. Olhanense",120,165,130,138
"18",2033,"S.C. Olhanense",85,134,105,138
"19",2033,"S.C. Olhanense",97,133,112,138
"20",2033,"S.C. Olhanense",147,134,105,138
"21",2182,"Lech Poznań",75,155,160,372
"22",2182,"Lech Poznań",121,186,144,372
"23",2182,"Lech Poznań",121,185,157,372
"24",2182,"Lech Poznań",121,185,157,372
"25",2182,"Lech Poznań",176,185,157,372
"26",2182,"Lech Poznań",147,196,153,372
"27",2183,"P. Warszawa",70,155,175,184
"28",2183,"P. Warszawa",80,162,140,184
"29",2183,"P. Warszawa",79,180,113,184
"30",2183,"P. Warszawa",79,131,139,184
"31",2186,"Cracovia",75,140,205,235
"32",2186,"Cracovia",97,148,144,235
"33",2186,"Cracovia",116,168,163,235
"34",2186,"Cracovia",125,165,157,235
"35",2186,"Cracovia",125,165,157,235
"36",4087,"Évian Thonon Gaillard FC",100,180,165,180
"37",4087,"Évian Thonon Gaillard FC",97,168,153,180
"38",4087,"Évian Thonon Gaillard FC",97,168,153,180
"39",4087,"Évian Thonon Gaillard FC",156,161,153,180
"40",4087,"Évian Thonon Gaillard FC",149,164,140,180
"41",4170,"US Boulogne Cote D'Opale",75,150,200,31
"42",4170,"US Boulogne Cote D'Opale",85,165,155,31
"43",4170,"US Boulogne Cote D'Opale",86,154,155,31
"44",6269,"Novara",88,163,151,34
"45",6269,"Novara",105,150,130,34
"46",6269,"Novara",128,172,147,34
"47",6269,"Novara",179,168,138,34
"48",6351,"KAS Eupen",105,160,155,28
"49",6391,"GFC Ajaccio",113,179,146,37
"50",6391,"GFC Ajaccio",153,163,141,37
"51",6403,"FC Paços de Ferreira",60,170,90,292
"52",6403,"FC Paços de Ferreira",100,148,150,292
"53",6403,"FC Paços de Ferreira",77,157,143,292
"54",6403,"FC Paços de Ferreira",89,157,139,292
"55",6403,"FC Paços de Ferreira",117,157,139,292
"56",6403,"FC Paços de Ferreira",142,169,139,292
"57",6413,"PEC Zwolle",96,154,141,204
"58",6413,"PEC Zwolle",137,161,181,204
"59",6413,"PEC Zwolle",136,165,181,204
"60",6421,"Leixões SC",60,165,90,55
"61",6433,"Go Ahead Eagles",144,132,141,74
"62",6433,"Go Ahead Eagles",160,131,141,74
"63",6493,"AC Bellinzona",90,175,150,128
"64",6493,"AC Bellinzona",101,148,138,128
"65",6547,"FC Penafiel",147,146,121,29
"66",6631,"FC Dordrecht",134,176,164,24
"67",7730,"FC Lausanne-Sports",90,160,165,99
"68",7730,"FC Lausanne-Sports",86,160,141,99
"69",7730,"FC Lausanne-Sports",100,160,141,99
"70",7730,"FC Lausanne-Sports",141,164,145,99
"71",7788,"SC Cambuur",126,159,138,119
"72",7788,"SC Cambuur",136,134,138,119
"73",7794,"SC Bastia",85,140,210,165
"74",7794,"SC Bastia",100,150,139,165
"75",7794,"SC Bastia",100,150,139,165
"76",7794,"SC Bastia",171,156,134,165
"77",7794,"SC Bastia",174,156,147,165
"78",7819,"SM Caen",95,155,205,220
"79",7819,"SM Caen",100,165,165,220
"80",7819,"SM Caen",100,155,143,220
"81",7819,"SM Caen",100,155,143,220
"82",7819,"SM Caen",157,155,136,220
"83",7819,"SM Caen",157,155,136,220
"84",7841,"Rio Ave FC",60,160,90,248
"85",7841,"Rio Ave FC",100,180,140,248
"86",7841,"Rio Ave FC",74,168,131,248
"87",7841,"Rio Ave FC",74,168,131,248
"88",7841,"Rio Ave FC",157,177,153,248
"89",7841,"Rio Ave FC",157,177,153,248
"90",7842,"Estoril Praia",118,139,150,167
"91",7842,"Estoril Praia",174,139,150,167
"92",7842,"Estoril Praia",167,139,150,167
"93",7844,"Vitória Guimarães",60,165,90,300
"94",7844,"Vitória Guimarães",112,164,158,300
"95",7844,"Vitória Guimarães",79,179,177,300
"96",7844,"Vitória Guimarães",79,179,173,300
"97",7844,"Vitória Guimarães",131,173,141,300
"98",7844,"Vitória Guimarães",131,173,141,300
"99",7869,"Córdoba CF",60,140,105,22
"100",7869,"Córdoba CF",80,128,122,22
"101",7869,"Córdoba CF",93,159,129,22
"102",7869,"Córdoba CF",93,159,129,22
"103",7869,"Córdoba CF",146,154,129,22
"104",7869,"Córdoba CF",141,171,129,22
"105",7878,"Granada CF",105,168,170,179
"106",7878,"Granada CF",85,200,162,179
"107",7878,"Granada CF",89,200,162,179
"108",7878,"Granada CF",151,187,158,179
"109",7878,"Granada CF",166,175,155,179
"110",7943,"Sassuolo",60,120,90,141
"111",7943,"Sassuolo",100,171,105,141
"112",7943,"Sassuolo",100,150,130,141
"113",7943,"Sassuolo",117,183,138,141
"114",7943,"Sassuolo",188,186,137,141
"115",7943,"Sassuolo",182,169,138,141
"116",7955,"Neuchâtel Xamax",105,190,150,171
"117",7955,"Neuchâtel Xamax",101,138,146,171
"118",7955,"Neuchâtel Xamax",99,121,116,171
"119",8019,"Górnik Łęczna",140,139,149,61
"120",8020,"Polonia Bytom",80,150,185,245
"121",8020,"Polonia Bytom",84,122,162,245
"122",8021,"Zagłębie Lubin",115,140,210,207
"123",8021,"Zagłębie Lubin",91,123,157,207
"124",8021,"Zagłębie Lubin",71,192,157,207
"125",8021,"Zagłębie Lubin",71,167,157,207
"126",8021,"Zagłębie Lubin",133,149,148,207
"127",8023,"Pogoń Szczecin",121,185,157,152
"128",8023,"Pogoń Szczecin",134,140,157,152
"129",8023,"Pogoń Szczecin",119,144,158,152
"130",8024,"Widzew Łódź",111,169,158,122
"131",8024,"Widzew Łódź",138,185,126,122
"132",8024,"Widzew Łódź",125,158,121,122
"133",8024,"Widzew Łódź",190,184,139,122
"134",8025,"Śląsk Wrocław",75,150,180,318
"135",8025,"Śląsk Wrocław",102,147,146,318
"136",8025,"Śląsk Wrocław",128,165,87,318
"137",8025,"Śląsk Wrocław",115,165,100,318
"138",8025,"Śląsk Wrocław",134,142,113,318
"139",8025,"Śląsk Wrocław",140,157,139,318
"140",8027,"Zawisza Bydgoszcz",145,168,143,75
"141",8027,"Zawisza Bydgoszcz",145,147,143,75
"142",8028,"Piast Gliwice",75,150,195,204
"143",8028,"Piast Gliwice",76,124,125,204
"144",8028,"Piast Gliwice",183,169,129,204
"145",8028,"Piast Gliwice",183,169,129,204
"146",8030,"Lechia Gdańsk",75,150,205,279
"147",8030,"Lechia Gdańsk",100,150,153,279
"148",8030,"Lechia Gdańsk",96,171,162,279
"149",8030,"Lechia Gdańsk",96,171,168,279
"150",8030,"Lechia Gdańsk",162,165,158,279
"151",8030,"Lechia Gdańsk",162,183,149,279
"152",8031,"Polonia Bytom",80,150,185,88
"153",8031,"Polonia Bytom",84,122,162,88
"154",8033,"Podbeskidzie Bielsko-Biała",105,137,152,169
"155",8033,"Podbeskidzie Bielsko-Biała",105,137,152,169
"156",8033,"Podbeskidzie Bielsko-Biała",193,166,102,169
"157",8033,"Podbeskidzie Bielsko-Biała",189,166,102,169
"158",8066,"Inverness Caledonian Thistle",103,154,130,345
"159",8066,"Inverness Caledonian Thistle",120,154,126,345
"160",8066,"Inverness Caledonian Thistle",89,171,139,345
"161",8066,"Inverness Caledonian Thistle",169,162,130,345
"162",8066,"Inverness Caledonian Thistle",127,174,139,345
"163",8121,"Angers SCO",80,145,115,40
"164",8121,"Angers SCO",115,180,140,40
"165",8121,"Angers SCO",100,152,139,40
"166",8121,"Angers SCO",100,152,139,40
"167",8121,"Angers SCO",159,140,139,40
"168",8121,"Angers SCO",159,140,139,40
"169",8152,"FC St. Pauli",120,190,185,35
"170",8152,"FC St. Pauli",102,174,164,35
"171",8152,"FC St. Pauli",117,147,152,35
"172",8152,"FC St. Pauli",109,161,150,35
"173",8152,"FC St. Pauli",161,155,144,35
"174",8152,"FC St. Pauli",160,153,140,35
"175",8165,"1. FC Nürnberg",95,180,150,193
"176",8165,"1. FC Nürnberg",95,148,162,193
"177",8165,"1. FC Nürnberg",93,148,113,193
"178",8165,"1. FC Nürnberg",95,177,140,193
"179",8165,"1. FC Nürnberg",146,161,148,193
"180",8165,"1. FC Nürnberg",153,162,114,193
"181",8177,"Hertha BSC Berlin",110,155,140,238
"182",8177,"Hertha BSC Berlin",102,172,148,238
"183",8177,"Hertha BSC Berlin",93,142,155,238
"184",8177,"Hertha BSC Berlin",95,172,143,238
"185",8177,"Hertha BSC Berlin",175,169,152,238
"186",8177,"Hertha BSC Berlin",146,172,152,238
"187",8178,"Bayer 04 Leverkusen",100,210,200,483
"188",8178,"Bayer 04 Leverkusen",105,153,147,483
"189",8178,"Bayer 04 Leverkusen",113,163,139,483
"190",8178,"Bayer 04 Leverkusen",119,143,143,483
"191",8178,"Bayer 04 Leverkusen",154,146,150,483
"192",8178,"Bayer 04 Leverkusen",157,192,183,483
"193",8191,"Burnley",135,210,205,70
"194",8191,"Burnley",88,172,146,70
"195",8191,"Burnley",92,162,160,70
"196",8191,"Burnley",109,163,156,70
"197",8191,"Burnley",154,189,169,70
"198",8191,"Burnley",153,176,183,70
"199",8194,"Fortuna Düsseldorf",100,172,169,39
"200",8194,"Fortuna Düsseldorf",89,146,139,39
"201",8194,"Fortuna Düsseldorf",114,190,165,39
"202",8194,"Fortuna Düsseldorf",110,175,117,39
"203",8194,"Fortuna Düsseldorf",198,141,145,39
"204",8194,"Fortuna Düsseldorf",156,178,165,39
"205",8197,"Leicester City",140,185,210,114
"206",8197,"Leicester City",88,140,133,114
"207",8197,"Leicester City",93,160,154,114
"208",8197,"Leicester City",93,160,154,114
"209",8197,"Leicester City",147,178,174,114
"210",8197,"Leicester City",164,157,178,114
"211",8203,"KV Mechelen",125,140,190,285
"212",8203,"KV Mechelen",124,146,157,285
"213",8203,"KV Mechelen",106,150,160,285
"214",8203,"KV Mechelen",85,150,154,285
"215",8203,"KV Mechelen",134,150,145,285
"216",8203,"KV Mechelen",134,150,145,285
"217",8226,"TSG 1899 Hoffenheim",100,180,200,400
"218",8226,"TSG 1899 Hoffenheim",110,191,170,400
"219",8226,"TSG 1899 Hoffenheim",114,158,146,400
"220",8226,"TSG 1899 Hoffenheim",85,162,144,400
"221",8226,"TSG 1899 Hoffenheim",180,161,167,400
"222",8226,"TSG 1899 Hoffenheim",171,187,162,400
"223",8234,"FC Ingolstadt 04",101,151,140,33
"224",8234,"FC Ingolstadt 04",101,151,124,33
"225",8234,"FC Ingolstadt 04",101,151,124,33
"226",8234,"FC Ingolstadt 04",160,138,127,33
"227",8234,"FC Ingolstadt 04",152,151,134,33
"228",8242,"Odra Wodzisław",75,155,205,50
"229",8244,"Widzew Łódź",111,169,158,50
"230",8244,"Widzew Łódź",138,185,126,50
"231",8244,"Widzew Łódź",125,158,121,50
"232",8244,"Widzew Łódź",190,184,139,50
"233",8245,"Korona Kielce",75,150,170,237
"234",8245,"Korona Kielce",133,167,172,237
"235",8245,"Korona Kielce",137,169,166,237
"236",8245,"Korona Kielce",120,169,161,237
"237",8245,"Korona Kielce",192,153,135,237
"238",8245,"Korona Kielce",178,153,135,237
"239",8262,"SV Darmstadt 98",179,174,129,38
"240",8277,"Vitesse",70,150,90,423
"241",8277,"Vitesse",83,173,179,423
"242",8277,"Vitesse",67,155,144,423
"243",8277,"Vitesse",76,156,135,423
"244",8277,"Vitesse",140,163,158,423
"245",8277,"Vitesse",145,161,180,423
"246",8284,"Dundee FC",99,151,154,127
"247",8284,"Dundee FC",142,158,146,127
"248",8295,"Karlsruher SC",105,205,170,30
"249",8295,"Karlsruher SC",108,183,145,30
"250",8295,"Karlsruher SC",101,146,119,30
"251",8295,"Karlsruher SC",164,148,115,30
"252",8295,"Karlsruher SC",153,146,119,30
"253",8302,"Sevilla FC",60,200,195,478
"254",8302,"Sevilla FC",126,206,183,478
"255",8302,"Sevilla FC",126,148,142,478
"256",8302,"Sevilla FC",130,148,142,478
"257",8302,"Sevilla FC",183,148,142,478
"258",8302,"Sevilla FC",159,165,149,478
"259",8305,"Getafe CF",65,155,120,345
"260",8305,"Getafe CF",99,149,164,345
"261",8305,"Getafe CF",65,152,141,345
"262",8305,"Getafe CF",69,152,141,345
"263",8305,"Getafe CF",117,152,141,345
"264",8305,"Getafe CF",113,143,134,345
"265",8306,"UD Las Palmas",60,155,125,45
"266",8306,"UD Las Palmas",110,187,171,45
"267",8306,"UD Las Palmas",92,148,149,45
"268",8306,"UD Las Palmas",92,148,149,45
"269",8306,"UD Las Palmas",147,148,149,45
"270",8306,"UD Las Palmas",147,148,149,45
"271",8315,"Athletic Club de Bilbao",105,160,135,415
"272",8315,"Athletic Club de Bilbao",139,184,170,415
"273",8315,"Athletic Club de Bilbao",101,173,165,415
"274",8315,"Athletic Club de Bilbao",84,162,165,415
"275",8315,"Athletic Club de Bilbao",125,157,162,415
"276",8315,"Athletic Club de Bilbao",131,146,156,415
"277",8322,"Arka Gdynia",75,150,205,77
"278",8322,"Arka Gdynia",83,147,140,77
"279",8342,"Club Brugge KV",75,140,200,421
"280",8342,"Club Brugge KV",114,170,148,421
"281",8342,"Club Brugge KV",118,156,162,421
"282",8342,"Club Brugge KV",93,156,147,421
"283",8342,"Club Brugge KV",139,146,158,421
"284",8342,"Club Brugge KV",139,146,158,421
"285",8344,"Cardiff City",135,210,210,32
"286",8344,"Cardiff City",116,182,146,32
"287",8344,"Cardiff City",124,154,146,32
"288",8344,"Cardiff City",129,175,146,32
"289",8344,"Cardiff City",143,139,113,32
"290",8344,"Cardiff City",168,154,113,32
"291",8348,"Moreirense FC",81,144,138,101
"292",8348,"Moreirense FC",139,144,138,101
"293",8350,"1. FC Kaiserslautern",100,185,210,72
"294",8350,"1. FC Kaiserslautern",90,170,139,72
"295",8350,"1. FC Kaiserslautern",92,156,141,72
"296",8350,"1. FC Kaiserslautern",115,161,151,72
"297",8350,"1. FC Kaiserslautern",167,174,143,72
"298",8350,"1. FC Kaiserslautern",155,167,145,72
"299",8357,"SpVgg Greuther Fürth",100,170,155,26
"300",8357,"SpVgg Greuther Fürth",99,158,158,26
"301",8357,"SpVgg Greuther Fürth",113,141,170,26
"302",8357,"SpVgg Greuther Fürth",110,149,125,26
"303",8357,"SpVgg Greuther Fürth",164,148,159,26
"304",8357,"SpVgg Greuther Fürth",167,149,170,26
"305",8358,"SC Freiburg",80,160,155,245
"306",8358,"SC Freiburg",97,122,133,245
"307",8358,"SC Freiburg",113,154,119,245
"308",8358,"SC Freiburg",97,137,152,245
"309",8358,"SC Freiburg",145,132,158,245
"310",8358,"SC Freiburg",151,144,144,245
"311",8370,"Rayo Vallecano",70,155,120,247
"312",8370,"Rayo Vallecano",108,161,178,247
"313",8370,"Rayo Vallecano",85,135,173,247
"314",8370,"Rayo Vallecano",89,135,173,247
"315",8370,"Rayo Vallecano",141,135,173,247
"316",8370,"Rayo Vallecano",125,135,169,247
"317",8371,"CA Osasuna",70,165,150,232
"318",8371,"CA Osasuna",109,193,177,232
"319",8371,"CA Osasuna",86,168,168,232
"320",8371,"CA Osasuna",90,168,168,232
"321",8371,"CA Osasuna",143,168,164,232
"322",8371,"CA Osasuna",143,168,168,232
"323",8372,"SD Eibar",165,179,142,83
"324",8372,"SD Eibar",165,166,142,83
"325",8388,"CD Numancia",95,160,140,38
"326",8388,"CD Numancia",124,144,144,38
"327",8388,"CD Numancia",89,152,158,38
"328",8388,"CD Numancia",89,152,158,38
"329",8388,"CD Numancia",137,152,158,38
"330",8388,"CD Numancia",137,152,158,38
"331",8394,"Real Zaragoza",60,155,115,159
"332",8394,"Real Zaragoza",83,126,131,159
"333",8394,"Real Zaragoza",57,166,158,159
"334",8394,"Real Zaragoza",61,166,158,159
"335",8394,"Real Zaragoza",121,166,158,159
"336",8394,"Real Zaragoza",154,165,140,159
"337",8398,"FC Energie Cottbus",100,130,206,30
"338",8398,"FC Energie Cottbus",119,161,146,30
"339",8398,"FC Energie Cottbus",98,167,156,30
"340",8398,"FC Energie Cottbus",98,167,156,30
"341",8398,"FC Energie Cottbus",126,175,154,30
"342",8406,"FC Augsburg",90,175,145,201
"343",8406,"FC Augsburg",108,188,150,201
"344",8406,"FC Augsburg",110,161,161,201
"345",8406,"FC Augsburg",95,174,128,201
"346",8406,"FC Augsburg",169,160,154,201
"347",8406,"FC Augsburg",165,166,143,201
"348",8426,"Partick Thistle F.C.",135,151,143,135
"349",8426,"Partick Thistle F.C.",143,160,141,135
"350",8429,"Hamilton Academical FC",140,200,195,185
"351",8429,"Hamilton Academical FC",118,139,145,185
"352",8429,"Hamilton Academical FC",143,197,155,185
"353",8455,"Chelsea",130,196,125,583
"354",8455,"Chelsea",110,200,140,583
"355",8455,"Chelsea",105,145,168,583
"356",8455,"Chelsea",87,170,131,583
"357",8455,"Chelsea",157,170,126,583
"358",8455,"Chelsea",144,119,126,583
"359",8456,"Manchester City",130,195,145,606
"360",8456,"Manchester City",130,210,180,606
"361",8456,"Manchester City",100,126,164,606
"362",8456,"Manchester City",70,121,140,606
"363",8456,"Manchester City",123,143,140,606
"364",8456,"Manchester City",123,98,149,606
"365",8457,"Dunfermline Athletic",115,168,148,40
"366",8460,"SC Paderborn 07",119,139,108,31
"367",8460,"SC Paderborn 07",100,141,124,31
"368",8460,"SC Paderborn 07",126,168,138,31
"369",8460,"SC Paderborn 07",126,168,145,31
"370",8460,"SC Paderborn 07",174,163,141,31
"371",8460,"SC Paderborn 07",175,160,108,31
"372",8462,"Portsmouth",140,195,150,72
"373",8462,"Portsmouth",84,165,128,72
"374",8462,"Portsmouth",123,138,144,72
"375",8462,"Portsmouth",130,143,144,72
"376",8462,"Portsmouth",148,149,123,72
"377",8462,"Portsmouth",148,149,123,72
"378",8464,"N.E.C.",62,135,90,310
"379",8464,"N.E.C.",93,158,118,310
"380",8464,"N.E.C.",84,144,146,310
"381",8464,"N.E.C.",87,146,146,310
"382",8464,"N.E.C.",150,156,141,310
"383",8466,"Southampton",125,205,210,216
"384",8466,"Southampton",89,144,134,216
"385",8466,"Southampton",99,170,144,216
"386",8466,"Southampton",85,166,164,216
"387",8466,"Southampton",128,149,170,216
"388",8466,"Southampton",129,126,159,216
"389",8467,"St. Johnstone FC",120,150,130,308
"390",8467,"St. Johnstone FC",115,148,117,308
"391",8467,"St. Johnstone FC",114,132,132,308
"392",8467,"St. Johnstone FC",118,135,142,308
"393",8467,"St. Johnstone FC",161,136,132,308
"394",8467,"St. Johnstone FC",162,136,140,308
"395",8472,"Sunderland",130,195,140,333
"396",8472,"Sunderland",110,175,165,333
"397",8472,"Sunderland",129,175,160,333
"398",8472,"Sunderland",123,159,148,333
"399",8472,"Sunderland",154,158,132,333
"400",8472,"Sunderland",137,164,141,333
"401",8475,"Waasland-Beveren",115,134,114,105
"402",8475,"Waasland-Beveren",122,98,97,105
"403",8475,"Waasland-Beveren",132,140,94,105
"404",8479,"RC Recreativo",90,130,130,34
"405",8479,"RC Recreativo",103,135,144,34
"406",8479,"RC Recreativo",95,140,151,34
"407",8479,"RC Recreativo",95,118,151,34
"408",8479,"RC Recreativo",148,130,151,34
"409",8479,"RC Recreativo",118,109,143,34
"410",8481,"AS Nancy-Lorraine",105,160,210,203
"411",8481,"AS Nancy-Lorraine",70,135,140,203
"412",8481,"AS Nancy-Lorraine",98,172,139,203
"413",8481,"AS Nancy-Lorraine",98,172,139,203
"414",8481,"AS Nancy-Lorraine",146,172,139,203
"415",8481,"AS Nancy-Lorraine",146,172,139,203
"416",8483,"Blackpool",140,205,210,55
"417",8483,"Blackpool",100,160,140,55
"418",8483,"Blackpool",97,176,155,55
"419",8483,"Blackpool",97,176,155,55
"420",8483,"Blackpool",183,176,131,55
"421",8483,"Blackpool",162,166,131,55
"422",8485,"Aberdeen",140,210,200,365
"423",8485,"Aberdeen",99,153,146,365
"424",8485,"Aberdeen",120,170,140,365
"425",8485,"Aberdeen",107,145,144,365
"426",8485,"Aberdeen",184,181,143,365
"427",8485,"Aberdeen",176,186,157,365
"428",8521,"Stade Brestois 29",90,130,210,99
"429",8521,"Stade Brestois 29",100,165,165,99
"430",8521,"Stade Brestois 29",126,168,129,99
"431",8521,"Stade Brestois 29",113,168,129,99
"432",8521,"Stade Brestois 29",161,168,129,99
"433",8521,"Stade Brestois 29",161,168,129,99
"434",8524,"Atalanta",75,120,115,283
"435",8524,"Atalanta",115,170,165,283
"436",8524,"Atalanta",90,150,147,283
"437",8524,"Atalanta",100,138,156,283
"438",8524,"Atalanta",146,138,151,283
"439",8524,"Atalanta",146,138,148,283
"440",8525,"Willem II",65,135,90,222
"441",8525,"Willem II",129,166,153,222
"442",8525,"Willem II",103,147,125,222
"443",8525,"Willem II",150,153,135,222
"444",8526,"De Graafschap",70,153,137,130
"445",8526,"De Graafschap",78,150,136,130
"446",8528,"Wigan Athletic",140,190,140,200
"447",8528,"Wigan Athletic",85,160,165,200
"448",8528,"Wigan Athletic",76,138,126,200
"449",8528,"Wigan Athletic",77,119,152,200
"450",8528,"Wigan Athletic",138,164,163,200
"451",8528,"Wigan Athletic",144,151,154,200
"452",8529,"Cagliari",70,120,155,309
"453",8529,"Cagliari",115,165,141,309
"454",8529,"Cagliari",90,165,140,309
"455",8529,"Cagliari",99,168,153,309
"456",8529,"Cagliari",167,152,144,309
"457",8529,"Cagliari",134,196,187,309
"458",8530,"Catania",65,120,140,251
"459",8530,"Catania",100,178,140,251
"460",8530,"Catania",90,150,110,251
"461",8530,"Catania",104,171,146,251
"462",8530,"Catania",175,141,147,251
"463",8530,"Catania",170,141,147,251
"464",8533,"Chievo Verona",75,145,165,285
"465",8533,"Chievo Verona",95,129,157,285
"466",8533,"Chievo Verona",125,165,120,285
"467",8533,"Chievo Verona",133,169,136,285
"468",8533,"Chievo Verona",187,170,156,285
"469",8533,"Chievo Verona",187,170,156,285
"470",8534,"Empoli",60,115,90,86
"471",8534,"Empoli",85,155,137,86
"472",8534,"Empoli",100,150,130,86
"473",8534,"Empoli",105,169,148,86
"474",8534,"Empoli",145,184,164,86
"475",8534,"Empoli",145,186,160,86
"476",8535,"Fiorentina",97,170,135,440
"477",8535,"Fiorentina",99,170,140,440
"478",8535,"Fiorentina",95,165,140,440
"479",8535,"Fiorentina",104,168,145,440
"480",8535,"Fiorentina",121,172,184,440
"481",8535,"Fiorentina",121,172,178,440
"482",8537,"Livorno",60,115,90,66
"483",8537,"Livorno",115,160,135,66
"484",8537,"Livorno",100,135,115,66
"485",8537,"Livorno",113,172,163,66
"486",8537,"Livorno",183,138,118,66
